frame_num;sec;nsec;yaw;pitch;roll;north_c;east_c;down_c;north;east;down;vx;vy;vz;gimbal_roll;gimbal_pitch;gps_time_week
437;1664534734;369033839;-1.54427;-0.00456037;0.0132648;208.016;-686.235;170.867;202.929;-689.983;41.7888;0.0811134;0.00812793;-0.0687182;0.022;-0.131;0
438;1664534734;468975779;-1.54487;-0.00808325;0.0115002;208.016;-686.235;170.867;202.929;-689.986;41.7879;0.0757503;-0.0142331;-0.0645691;0.095;0.008;0
439;1664534734;568973192;-1.54525;-0.00568272;0.0105411;208.017;-686.235;170.867;202.927;-689.995;41.7893;0.0845599;-0.0379571;-0.0699911;-0.083;-0.173;0
440;1664534734;668895489;-1.54531;-0.000379569;0.00968218;208.017;-686.235;170.867;202.929;-690.004;41.793;0.0825398;-0.0444684;-0.0570984;-0.105;0.044;0
441;1664534734;768870124;-1.54539;0.00238271;0.0127932;208.016;-686.233;170.867;202.925;-690.014;41.795;0.0882357;-0.0442461;-0.0671961;-0.111;0.068;0
442;1664534734;868891882;-1.54557;0.00285861;0.0120047;208.016;-686.233;170.867;202.925;-690.02;41.7967;0.091319;-0.0303349;-0.0974544;-0.045;-0.063;0
443;1664534734;968865269;-1.54626;0.0021592;0.0117257;208.015;-686.234;170.867;202.922;-690.025;41.8006;0.0913027;-0.0334565;-0.0559899;-0.036;0.033;0
444;1664534735;68844112;-1.54599;0.00161934;0.0106729;208.015;-686.234;170.867;202.923;-690.031;41.8082;0.0911056;-0.0450954;-0.0388182;0.015;0.049;0
445;1664534735;168835424;-1.54567;0.00170569;0.00928794;208.017;-686.234;170.868;202.922;-690.035;41.8165;0.0962438;-0.0484404;-0.0403098;0.044;-0.161;0
446;1664534735;268750372;-1.54521;0.00331857;0.00886649;208.017;-686.234;170.868;202.924;-690.041;41.8252;0.093493;-0.055863;-0.0448603;-0.021;-0.017;0
447;1664534735;368702207;-1.54447;0.00616344;0.00831888;208.016;-686.234;170.867;202.923;-690.048;41.8313;0.0903396;-0.057055;-0.0552883;-0.088;-0.066;0
448;1664534735;568650119;-1.54388;0.00921484;0.00735195;208.017;-686.233;170.867;202.92;-690.062;41.8399;0.0814372;-0.0522776;-0.0678623;-0.039;-0.014;0
449;1664534735;668644405;-1.54361;0.0126036;0.00601461;208.017;-686.233;170.867;202.917;-690.068;41.8423;0.0757643;-0.0460664;-0.0696715;-0.103;0.078;0
450;1664534735;768595152;-1.5436;0.0150824;0.00699454;208.016;-686.233;170.867;202.911;-690.072;41.8426;0.0745984;-0.047631;-0.0653372;-0.104;0.02;0
451;1664534735;868566693;-1.5434;0.017383;0.00872752;208.016;-686.233;170.867;202.909;-690.075;41.8411;0.0542199;-0.0405287;-0.0776398;-0.037;0.244;0
452;1664534735;968509473;-1.54326;0.0166222;0.0114664;208.015;-686.237;170.867;202.9;-690.075;41.8395;0.0564654;-0.0150865;-0.0838865;-0.032;0.106;0
453;1664534736;68525310;-1.54325;0.0129838;0.0134017;208.015;-686.237;170.867;202.894;-690.074;41.8366;0.0533902;-0.00798786;-0.095863;0.013;0.031;0
454;1664534736;168497375;-1.5433;0.00903014;0.01363;208.017;-686.243;170.867;202.886;-690.072;41.8347;0.0559281;-0.000704337;-0.0842181;0.06;-0.067;0
455;1664534736;268483740;-1.54329;0.00803285;0.0145077;208.017;-686.388;170.867;202.883;-690.071;41.8294;0.059815;-0.00361809;-0.0636538;0.074;-0.087;0
456;1664534736;368429637;-1.54312;-0.000708919;0.0175449;208.016;-686.397;170.867;202.877;-690.07;41.8238;0.0627347;-0.00643107;-0.0822972;0.19;-0.217;0
457;1664534736;468387754;-1.5434;-0.00765486;0.0194383;208.016;-686.397;170.867;202.875;-690.072;41.8158;0.0774812;-0.023048;-0.089746;0.216;-0.042;0
458;1664534736;568348046;-1.5435;-0.0150812;0.02078;208.014;-686.407;170.867;202.869;-690.078;41.8086;0.0723875;-0.0554964;-0.0757139;0.231;-0.061;0
459;1664534736;668322767;-1.54306;-0.0184663;0.0195374;208.014;-686.407;170.867;202.867;-690.086;41.7999;0.08031;-0.0725183;-0.0820832;0.22;0.048;0
460;1664534736;768301230;-1.54303;-0.0262327;0.0177007;208.015;-686.427;170.867;202.865;-690.096;41.7937;0.0877196;-0.0944746;-0.0810794;0.29;-0.162;0
461;1664534736;868279693;-1.54322;-0.0322919;0.0165093;208.015;-686.572;170.868;202.867;-690.109;41.7944;0.0922109;-0.122422;-0.0800698;0.197;-0.026;0
462;1664534736;968231380;-1.54341;-0.0478393;0.0157981;208.015;-686.572;170.868;202.865;-690.126;41.7961;0.0967446;-0.16076;-0.0621624;0.314;-0.202;0
463;1664534737;68233219;-1.54325;-0.0583549;0.0152002;208.014;-686.587;170.867;202.865;-690.147;41.7909;0.0981543;-0.214261;-0.0754241;0.413;0.122;0
464;1664534737;168173950;-1.54326;-0.0709514;0.0137276;208.014;-686.587;170.867;202.864;-690.179;41.7836;0.0980835;-0.27718;-0.0723969;0.368;-0.009;0
465;1664534737;268174503;-1.54318;-0.0784698;0.0116011;208.011;-686.892;170.867;202.866;-690.217;41.7827;0.0955607;-0.349565;-0.0696208;0.302;-0.058;0
466;1664534737;368127806;-1.54339;-0.0947459;0.00791068;208.011;-686.892;170.867;202.865;-690.269;41.7784;0.0886906;-0.430685;-0.0725588;0.527;-0.15;0
467;1664534737;468090577;-1.54333;-0.101331;0.00511179;208.012;-687.064;170.868;202.867;-690.326;41.772;0.0816128;-0.526081;-0.0596263;0.305;-0.043;0
468;1664534737;568054405;-1.54324;-0.116656;0.00508108;208.012;-687.064;170.868;202.861;-690.416;41.7673;0.0732687;-0.650989;-0.0600202;0.329;0.121;0
469;1664534737;673809199;-1.5438;-0.123949;0.0031365;208.013;-687.385;170.869;202.856;-690.499;41.7689;0.0531267;-0.758574;-0.0855345;0.379;-0.114;0
470;1664534737;768018498;-1.54385;-0.133954;0.00213991;208.013;-687.37;170.869;202.844;-690.607;41.7728;0.0435948;-0.894099;-0.0443378;0.268;-0.213;0
471;1664534737;867961372;-1.54391;-0.140057;0.00761965;208.01;-687.693;170.869;202.835;-690.721;41.774;0.0362701;-1.021;-0.0472628;0.24;0.111;0
472;1664534737;967965124;-1.54395;-0.148697;0.00919874;208.01;-687.693;170.869;202.826;-690.86;41.7769;0.0505811;-1.13302;-0.0266832;0.271;-0.04;0
473;1664534738;67931696;-1.54368;-0.154534;0.0119033;207.575;-688.158;170.868;202.822;-691.002;41.7789;0.0508126;-1.26884;-0.046124;0.168;-0.361;0
474;1664534738;173071575;-1.54303;-0.163354;0.0134639;207.574;-688.168;170.868;202.812;-691.168;41.779;0.0549499;-1.41476;-0.0567155;0.262;-0.219;0
475;1664534738;267862782;-1.54276;-0.167534;0.0137505;207.575;-688.612;170.868;202.805;-691.338;41.7802;0.0592806;-1.5637;-0.0583869;0.207;-0.201;0
476;1664534738;367823782;-1.54284;-0.181372;0.0123024;207.575;-688.623;170.868;202.796;-691.536;41.7819;0.0597188;-1.72171;-0.0567124;0.165;-0.277;0
477;1664534738;467790349;-1.54356;-0.188096;0.0123985;207.574;-689.084;170.869;202.792;-691.698;41.7831;0.0541533;-1.84446;-0.070771;0.15;-0.061;0
478;1664534738;567754037;-1.54414;-0.20242;0.011005;207.574;-689.084;170.869;202.783;-691.97;41.7837;0.0546542;-2.04804;-0.0580156;0.321;0.087;0
479;1664534738;667729625;-1.54363;-0.210237;0.00625518;207.574;-689.694;170.869;202.779;-692.21;41.787;0.0589538;-2.226;-0.0542077;0.261;-0.075;0
480;1664534738;770461133;-1.54398;-0.226035;0.00233627;207.573;-689.702;170.869;202.772;-692.479;41.7909;0.0550386;-2.41543;-0.0643234;0.394;0.071;0
481;1664534738;867671972;-1.54429;-0.234519;7.50552e-05;207.576;-690.304;170.871;202.768;-692.758;41.7911;0.0494306;-2.616;-0.0581305;0.315;-0.023;0
482;1664534738;967635116;-1.54393;-0.249583;0.000223505;207.576;-690.312;170.871;202.76;-693.07;41.7911;0.0437418;-2.82643;-0.053649;0.356;0;0
483;1664534739;67615562;-1.54372;-0.26087;-0.00136687;207.571;-691.072;170.871;202.755;-693.394;41.7876;0.0301108;-3.02975;-0.0700263;0.358;0.199;0
484;1664534739;167581256;-1.54324;-0.275737;-0.00164933;207.571;-691.071;170.871;202.746;-693.757;41.7838;0.0254788;-3.27579;-0.0479227;0.341;0.145;0
485;1664534739;267555299;-1.54289;-0.284966;9.39534e-05;207.57;-691.835;170.872;202.74;-694.133;41.7811;0.0112476;-3.50351;-0.0701506;0.277;-0.231;0
486;1664534739;367538044;-1.54265;-0.299266;0.00143212;207.57;-691.835;170.872;202.73;-694.539;41.7786;0.0187119;-3.77257;-0.0135365;0.34;0.091;0
487;1664534739;467496732;-1.54183;-0.309715;-0.000181451;207.57;-692.602;170.872;202.725;-694.962;41.7779;0.0248539;-4.01856;-0.0527929;0.386;0.279;0
488;1664534739;567477718;-1.5416;-0.32432;-0.000266791;207.57;-692.602;170.872;202.718;-695.43;41.77;0.0285948;-4.2901;-0.0816662;0.454;0.119;0
489;1664534739;667432439;-1.54146;-0.329481;-0.00350702;207.572;-693.639;170.873;202.714;-695.915;41.7647;0.0317234;-4.57693;-0.0736935;0.321;0.075;0
490;1664534739;767407603;-1.54029;-0.330741;-0.00981975;207.572;-693.64;170.873;202.71;-696.429;41.7676;0.0191762;-4.83534;-0.0773922;0.17;0.21;0
491;1664534739;867381230;-1.53988;-0.328797;-0.00876824;207.574;-694.55;170.874;202.706;-696.961;41.7687;0.0096531;-5.11421;-0.0446892;0.078;0.159;0
492;1664534739;967335440;-1.53968;-0.335369;-0.00956583;207.574;-694.55;170.874;202.704;-697.537;41.7731;0.00998183;-5.38038;-0.0550348;0.132;0.13;0
493;1664534740;67329922;-1.53959;-0.333367;-0.0102534;207.576;-695.435;170.875;202.702;-698.131;41.7811;0.006676;-5.65421;-0.0279075;-0.101;0.319;0
494;1664534740;167306104;-1.53975;-0.329631;-0.00829418;207.576;-695.435;170.875;202.698;-698.75;41.7922;-0.00489565;-5.9131;-0.0201742;-0.126;0.123;0
495;1664534740;267269968;-1.54019;-0.323491;-0.00838352;207.575;-696.463;170.876;202.692;-699.387;41.8069;-0.00804522;-6.14074;-0.0488072;-0.259;0.114;0
496;1664534740;367259778;-1.53973;-0.313926;-0.0099797;207.575;-696.463;170.876;202.686;-700.063;41.8235;-0.00438916;-6.39747;-0.0329881;-0.3;0.09;0
497;1664534740;467218876;-1.54009;-0.296114;-0.0142326;207.579;-697.475;170.878;202.68;-700.757;41.8457;-0.0115009;-6.6178;-0.00407638;-0.425;0.1;0
498;1664534740;567201519;-1.54057;-0.273577;-0.0150823;207.579;-697.475;170.878;202.675;-701.46;41.8663;-0.0321843;-6.80783;-0.00375541;-0.512;0.111;0
499;1664534740;667166952;-1.54147;-0.245286;-0.0154118;207.581;-698.353;170.878;202.669;-702.176;41.8809;-0.0528729;-6.96651;-0.0116774;-0.731;-0.065;0
500;1664534740;767124034;-1.54207;-0.212209;-0.0142063;207.581;-698.353;170.878;202.655;-702.916;41.8983;-0.0753517;-7.09914;-0.0288722;-0.883;0.032;0
501;1664534740;867107446;-1.54278;-0.166298;-0.0114611;207.579;-699.364;170.878;202.64;-703.666;41.9186;-0.0808275;-7.19228;-0.0336061;-0.964;-0.115;0
502;1664534740;967059922;-1.54389;-0.130488;-0.0146444;207.579;-699.364;170.878;202.624;-704.26;41.9329;-0.102085;-7.23921;-0.0161276;-1.115;0.231;0
503;1664534741;67034023;-1.5456;-0.084362;-0.0158984;207.582;-700.386;170.879;202.599;-705.157;41.944;-0.144685;-7.25129;-0.0316318;-1.254;-0.06;0
504;1664534741;167007483;-1.54604;-0.0464587;-0.0112183;207.582;-700.386;170.879;202.57;-705.879;41.9514;-0.161532;-7.22504;-0.0484854;-1.189;-0.071;0
505;1664534741;266981550;-1.54593;-0.0135891;-0.00224495;207.583;-701.253;170.881;202.542;-706.607;41.9667;-0.179418;-7.17254;-0.0512775;-1.109;-0.185;0
506;1664534741;366955074;-1.54562;0.0173005;0.00483392;207.583;-701.253;170.881;202.509;-707.28;41.976;-0.183213;-7.08792;-0.0919193;-1.146;-0.225;0
507;1664534741;466917017;-1.54569;0.0492789;0.00969816;207.583;-702.272;170.884;202.479;-707.963;41.9754;-0.189274;-6.98043;-0.0834012;-1.049;-0.296;0
508;1664534741;566889133;-1.54518;0.0709496;0.0157458;207.583;-702.272;170.884;202.444;-708.601;41.9736;-0.189472;-6.84714;-0.100324;-0.88;-0.251;0
509;1664534741;667777081;-1.54444;0.0900329;0.0203987;207.584;-703.287;170.884;202.412;-709.253;41.9688;-0.188798;-6.70351;-0.119385;-0.735;-0.259;0
510;1664534741;766830422;-1.54366;0.108633;0.0268984;207.584;-703.278;170.884;202.378;-709.856;41.9651;-0.174397;-6.53015;-0.0963677;-0.671;-0.038;0
511;1664534741;866812743;-1.54235;0.119327;0.0319597;207.585;-704.304;170.885;202.35;-710.468;41.9607;-0.16241;-6.35642;-0.128534;-0.543;-0.409;0
512;1664534741;966774782;-1.54162;0.126675;0.0365592;207.585;-704.304;170.885;202.322;-711.033;41.9568;-0.143513;-6.17487;-0.135398;-0.39;-0.157;0
513;1664534742;66718847;-1.54135;0.132665;0.031981;207.579;-705.179;170.886;202.299;-711.604;41.9429;-0.120545;-5.98331;-0.155686;-0.282;-0.314;0
514;1664534742;167424544;-1.54182;0.136978;0.0214729;207.579;-705.182;170.886;202.281;-712.121;41.9211;-0.107524;-5.78885;-0.187732;-0.263;-0.2;0
515;1664534742;266678308;-1.5422;0.131753;0.00865895;207.579;-706.201;170.888;202.265;-712.641;41.8912;-0.104874;-5.5944;-0.193331;-0.05;-0.148;0
516;1664534742;366626879;-1.54322;0.121749;-0.000487004;207.579;-706.205;170.888;202.249;-713.122;41.8603;-0.124615;-5.40074;-0.209063;0.103;0.584;0
517;1664534742;466608017;-1.54356;0.106867;-0.0113489;207.58;-707.366;170.889;202.232;-713.609;41.8253;-0.135405;-5.23621;-0.182228;0.344;0.193;0
518;1664534742;566565866;-1.54355;0.0907326;-0.0177432;207.58;-707.366;170.889;202.21;-714.09;41.7897;-0.187695;-5.08678;-0.230669;0.457;0.309;0
519;1664534742;666551451;-1.5461;0.0732685;-0.0188573;207.577;-708.249;170.889;202.183;-714.571;41.7536;-0.229918;-4.94268;-0.16928;0.516;0.098;0
520;1664534742;766515506;-1.54563;0.058417;-0.0154606;207.577;-708.249;170.889;202.146;-715.03;41.7276;-0.283405;-4.82262;-0.155845;0.426;0.113;0
521;1664534742;875054207;-1.54622;0.0545671;-0.00420646;207.577;-709.31;170.89;202.106;-715.48;41.7098;-0.31959;-4.69797;-0.130857;0.263;-0.092;0
522;1664534742;966443616;-1.54526;0.0540647;0.0144274;207.579;-709.223;170.89;202.06;-715.918;41.7061;-0.332226;-4.58546;-0.0655478;0.151;-0.267;0
523;1664534743;66442004;-1.54514;0.0548746;0.0340216;207.575;-710.29;170.891;202.017;-716.351;41.7083;-0.315492;-4.49521;-0.0622233;0.19;-0.277;0
524;1664534743;166469500;-1.54432;0.0604477;0.0497016;207.575;-710.29;170.891;201.98;-716.77;41.72;-0.265012;-4.38761;-0.03804;0.017;-0.425;0
525;1664534743;266392899;-1.54334;0.0685186;0.0566121;207.157;-711.301;170.891;201.949;-717.181;41.7431;-0.241877;-4.28383;-0.0528998;-0.029;-0.427;0
526;1664534743;366356285;-1.54196;0.0829595;0.0588881;207.157;-711.301;170.891;201.927;-717.599;41.7657;-0.200901;-4.16079;-0.0150383;-0.148;-0.466;0
527;1664534743;466302461;-1.54087;0.0978602;0.0615607;207.157;-711.301;170.891;201.91;-718.001;41.7882;-0.149912;-4.02468;-0.00930924;-0.228;-0.264;0
528;1664534743;566272086;-1.53984;0.109634;0.0613125;207.157;-713.333;170.894;201.902;-718.325;41.8047;-0.116232;-3.91414;-0.0127709;-0.25;-0.366;0
529;1664534743;666260170;-1.54001;0.0994082;0.0583969;207.157;-713.333;170.894;201.895;-718.707;41.8229;-0.0622714;-3.79306;-0.0270767;0.133;-0.218;0
530;1664534743;766225892;-1.54069;0.0905428;0.0488631;207.157;-713.333;170.894;201.897;-719.08;41.8371;-0.0427193;-3.66239;-0.0586951;0.095;-0.071;0
531;1664534743;866184128;-1.54114;0.083388;0.0393455;207.157;-713.333;170.894;201.898;-719.433;41.8393;-0.0306219;-3.55785;-0.0889276;0.205;0.412;0
532;1664534743;966143868;-1.5409;0.0784796;0.0342791;207.597;-715.356;170.898;201.908;-719.781;41.8415;-0.00768007;-3.44626;-0.0562056;0.178;0.018;0
533;1664534744;66130326;-1.54059;0.0808498;0.0382284;207.597;-715.356;170.898;201.916;-720.115;41.84;0.0107506;-3.33797;-0.0518402;0.058;0.027;0
534;1664534744;166083610;-1.54034;0.0855138;0.0409142;207.611;-716.366;170.899;201.924;-720.44;41.8388;0.0359919;-3.2324;-0.057114;0.003;0.019;0
535;1664534744;266045756;-1.53987;0.0903345;0.0500804;207.611;-716.366;170.899;201.931;-720.751;41.8392;0.0599545;-3.11926;-0.0669207;-0.136;-0.077;0
536;1664534744;366024729;-1.54008;0.0921785;0.0570419;207.628;-717.227;170.901;201.945;-721.05;41.8407;0.089147;-3.00831;-0.0739011;-0.011;-0.33;0
537;1664534744;466005397;-1.53956;0.0975824;0.0628627;207.628;-717.227;170.901;201.962;-721.334;41.8432;0.132761;-2.87551;-0.0566699;-0.044;0.115;0
538;1664534744;565967479;-1.53925;0.0951141;0.0655065;207.657;-718.085;170.902;201.982;-721.61;41.8446;0.156611;-2.75484;-0.0813606;0.029;0.214;0
539;1664534744;665930904;-1.53769;0.102473;0.0822386;207.657;-718.085;170.902;202.005;-721.872;41.845;0.211098;-2.62792;-0.0758281;-0.005;-0.099;0
540;1664534744;765902839;-1.5086;0.100287;0.173009;207.657;-718.085;170.902;202.035;-722.12;41.8506;0.328982;-2.49819;0.0120558;0.147;-1.968;0
541;1664534744;865900014;-1.45911;0.0573147;0.280134;207.657;-718.085;170.902;202.079;-722.356;41.8631;0.502029;-2.41852;-0.0616581;0.864;-3.01;0
542;1664534744;965836536;-1.43128;0.00778199;0.363049;208.117;-718.937;170.904;202.157;-722.587;41.8665;0.769181;-2.32895;-0.124769;1.3;-2.685;0
543;1664534745;65823834;-1.39548;-0.020741;0.413701;208.117;-718.937;170.904;202.266;-722.808;41.8647;1.12481;-2.23949;-0.128143;1.179;-2.418;0
544;1664534745;165832535;-1.37368;-0.0344673;0.437392;208.118;-718.938;170.904;202.429;-723.032;41.8551;1.52582;-2.16203;-0.158808;1.006;-2.319;0
545;1664534745;265760716;-1.3661;-0.0452094;0.445256;208.117;-718.937;170.904;202.626;-723.245;41.8298;1.95549;-2.09822;-0.169575;0.712;-1.675;0
546;1664534745;365727958;-1.3651;-0.0529998;0.442917;208.117;-718.937;170.904;202.895;-723.449;41.806;2.3917;-2.02203;-0.162985;0.534;-1.028;0
547;1664534745;465684291;-1.36865;-0.0676581;0.435465;209.063;-721.356;170.911;203.196;-723.641;41.7884;2.81515;-1.97566;-0.182717;0.479;-0.922;0
548;1664534745;565677733;-1.35397;-0.0860374;0.417385;209.519;-722.064;170.913;203.579;-723.835;41.772;3.25465;-1.93612;-0.138391;0.562;-0.311;0
549;1664534745;665661898;-1.29405;-0.127717;0.386987;209.519;-722.064;170.913;203.984;-724.026;41.7587;3.66542;-1.92916;-0.108332;0.813;0.231;0
550;1664534745;765641328;-1.1991;-0.177263;0.354304;209.97;-722.769;170.915;204.467;-724.223;41.7506;4.05019;-1.93855;-0.0799414;0.904;0.994;0
551;1664534745;865592063;-1.07941;-0.222027;0.334289;209.969;-722.769;170.915;204.962;-724.417;41.7528;4.43158;-1.9478;-0.0707176;1.041;1.211;0
552;1664534745;965549548;-0.996446;-0.239242;0.336068;210.843;-723.32;170.918;205.527;-724.62;41.759;4.81392;-1.9255;-0.00339653;0.774;0.634;0
553;1664534746;65510432;-0.929678;-0.24445;0.344793;210.843;-723.32;170.918;206.1;-724.814;41.7663;5.19903;-1.86888;0.0385574;0.426;0.616;0
554;1664534746;165531750;-0.885298;-0.243202;0.340202;211.306;-723.874;170.92;206.729;-725.008;41.7743;5.56027;-1.79211;-0.00977165;0.146;0.23;0
555;1664534746;265477954;-0.829948;-0.236009;0.303162;211.305;-723.874;170.92;207.367;-725.189;41.778;5.87752;-1.7189;-0.0372153;0.072;0.755;0
556;1664534746;365424126;-0.779626;-0.220536;0.259879;212.17;-724.425;170.924;208.032;-725.367;41.781;6.13714;-1.63378;-0.0361025;-0.336;1.063;0
557;1664534746;465526220;-0.743676;-0.230843;0.22095;212.17;-724.425;170.924;208.71;-725.533;41.7836;6.41;-1.58024;-0.015484;0.213;1.181;0
558;1664534746;565367718;-0.668139;-0.300093;0.17725;213.038;-724.83;170.927;209.403;-725.701;41.7879;6.69325;-1.60257;-0.0251206;0.802;2.102;0
559;1664534746;665316513;-0.549992;-0.35744;0.106314;213.038;-724.83;170.927;210.119;-725.867;41.7913;6.94364;-1.63071;-0.0109065;1.057;1.731;0
560;1664534746;765307376;-0.394611;-0.394835;0.032891;213.477;-725.23;170.928;210.836;-726.046;41.7899;7.18468;-1.69746;-0.0451991;1.217;2.338;0
561;1664534746;865264264;-0.203929;-0.409609;-0.0391912;213.477;-725.23;170.928;211.581;-726.229;41.7795;7.39805;-1.78843;-0.101429;0.785;2.139;0
562;1664534746;965232510;-0.0359036;-0.399678;-0.0615521;214.35;-725.341;170.931;212.338;-726.429;41.7671;7.61641;-1.85651;-0.154883;0.317;2.852;0
563;1664534747;65211455;0.0492602;-0.383318;-0.03924;214.35;-725.341;170.931;213.134;-726.629;41.7577;7.90055;-1.87144;-0.0738171;-0.277;1.546;0
564;1664534747;165206587;0.0791344;-0.374298;-0.0133118;215.208;-725.611;170.933;213.937;-726.838;41.7509;8.15126;-1.84064;-0.0353394;-0.382;0.557;0
565;1664534747;265156964;0.060605;-0.375222;0.010745;215.208;-725.611;170.933;214.776;-727.033;41.7415;8.40748;-1.76014;-0.0285418;-0.054;0.359;0
566;1664534747;365137029;0.0323589;-0.360342;0.0202051;216.068;-725.878;170.936;215.629;-727.242;41.7354;8.62043;-1.69013;-0.0360682;-0.579;-0.094;0
567;1664534747;465118341;0.0147877;-0.324455;0.0242547;216.068;-725.878;170.936;216.516;-727.433;41.7417;8.81212;-1.6168;-0.0215659;-0.873;-0.126;0
568;1664534747;565060848;0.00410552;-0.284054;0.0291067;216.94;-725.999;170.938;217.407;-727.627;41.743;8.91019;-1.56593;-0.0335319;-0.924;-0.159;0
569;1664534747;665076838;-0.00340913;-0.236199;0.0455251;216.94;-725.999;170.938;218.318;-727.803;41.7328;9.02324;-1.515;0.0114764;-1.234;-0.38;0
570;1664534747;765069123;-0.00710679;-0.188695;0.0648279;217.804;-726.131;170.939;219.237;-727.975;41.7353;9.08986;-1.44421;0.0355182;-1.203;-0.364;0
571;1664534747;865006417;-0.00778335;-0.140796;0.0882604;217.804;-726.131;170.939;220.169;-728.128;41.76;9.10273;-1.35519;0.0533873;-1.384;-0.608;0
572;1664534747;964918981;-0.00899151;-0.0976246;0.108596;218.673;-726.264;170.941;221.08;-728.266;41.7846;9.07597;-1.24026;0.0570449;-1.43;-0.791;0
573;1664534748;64905780;-0.00830739;-0.0550279;0.124861;218.673;-726.264;170.941;221.99;-728.388;41.8025;8.99892;-1.10757;0.056673;-1.441;-0.839;0
574;1664534748;164901697;-0.00993893;-0.0241874;0.132933;218.7;-726.252;170.941;222.863;-728.49;41.8248;8.90399;-0.963793;0.0377538;-1.227;-0.66;0
575;1664534748;264863032;-0.0109182;0.00397186;0.135767;219.978;-726.397;170.944;223.739;-728.578;41.8511;8.78542;-0.825208;0.0593003;-0.839;-0.677;0
576;1664534748;364808115;-0.0134548;0.011236;0.140912;220.845;-726.382;170.945;224.557;-728.641;41.8699;8.65095;-0.689816;0.0136893;-0.749;-0.309;0
577;1664534748;465051320;-0.0143325;0.021628;0.143778;220.846;-726.382;170.945;225.379;-728.694;41.8761;8.50508;-0.54322;-0.0105416;-0.871;-0.386;0
578;1664534748;564780147;-0.0152152;0.024924;0.145381;222.124;-726.521;170.948;226.159;-728.725;41.8731;8.3543;-0.400536;-0.0432651;-0.521;-0.15;0
579;1664534748;664734956;-0.0157562;0.025429;0.144595;222.126;-726.521;170.948;226.956;-728.747;41.8619;8.20842;-0.25232;-0.0662311;-0.238;-0.266;0
580;1664534748;764695491;-0.0170514;0.0205863;0.1376;222.996;-726.516;170.95;227.708;-728.751;41.8474;8.06787;-0.106684;-0.0814145;0.029;-0.378;0
581;1664534748;864676117;-0.0180815;0.0185465;0.126586;222.996;-726.516;170.95;228.47;-728.744;41.8224;7.92861;0.0243348;-0.0919502;0.19;-0.074;0
582;1664534748;969740593;-0.0187267;0.0169977;0.114466;224.314;-726.512;170.952;229.179;-728.723;41.7969;7.79464;0.148791;-0.105423;0.21;-0.084;0
583;1664534749;64614640;-0.0195848;0.0108559;0.102932;224.255;-726.51;170.952;229.896;-728.692;41.769;7.66991;0.262914;-0.111244;0.148;0.125;0
584;1664534749;164571804;-0.0209581;-0.00363838;0.0843564;224.301;-726.512;170.952;230.583;-728.655;41.7417;7.55266;0.35697;-0.108153;0.282;0.376;0
585;1664534749;264542724;-0.0213712;-0.0138242;0.0715621;225.568;-726.512;170.955;231.286;-728.61;41.7202;7.44931;0.421516;-0.113101;0.31;0.247;0
586;1664534749;364513740;-0.0226731;-0.0324846;0.0543297;225.583;-726.51;170.955;231.974;-728.567;41.7023;7.36882;0.474004;-0.0949001;0.423;0.238;0
587;1664534749;464489522;-0.0230951;-0.0460002;0.0409712;226.862;-726.509;170.958;232.671;-728.516;41.6889;7.29621;0.512917;-0.0870179;0.379;0.376;0
588;1664534749;564449149;-0.023897;-0.0667095;0.0277335;226.874;-726.512;170.958;233.361;-728.474;41.6814;7.25122;0.524769;-0.0636917;0.657;0.929;0
589;1664534749;664623305;-0.0237422;-0.0867323;0.0173511;228.143;-726.656;170.96;234.056;-728.425;41.6718;7.21528;0.539471;-0.0809393;0.709;0.553;0
590;1664534749;764397803;-0.0240294;-0.105119;0.00366452;228.151;-726.657;170.96;234.757;-728.391;41.6632;7.19626;0.541732;-0.0732396;0.631;0.781;0
591;1664534749;864706512;-0.0247215;-0.118142;-0.00593741;229.432;-726.657;170.963;235.461;-728.348;41.6651;7.19827;0.528213;-0.0608957;0.599;0.359;0
592;1664534749;964314114;-0.0247294;-0.133872;-0.0139533;229.428;-726.657;170.963;236.177;-728.323;41.6672;7.24249;0.475389;-0.0483494;0.586;0.513;0
593;1664534750;64308599;-0.0246944;-0.139839;-0.0181589;230.69;-726.654;170.965;236.894;-728.29;41.6647;7.26764;0.449172;-0.0375939;0.422;0.431;0
594;1664534750;164271671;-0.0245725;-0.138288;-0.0228081;230.689;-726.654;170.965;237.64;-728.277;41.6625;7.2994;0.409879;-0.0320833;0.238;0.285;0
595;1664534750;264265582;-0.0241948;-0.130897;-0.0273861;231.963;-726.801;170.968;238.381;-728.255;41.6645;7.32289;0.386309;0.00536092;0.021;0.372;0
596;1664534750;364207477;-0.0242822;-0.125412;-0.0326511;231.963;-726.801;170.968;239.144;-728.25;41.6733;7.33559;0.339204;-0.0179211;-0.193;0.27;0
597;1664534750;464200429;-0.0248665;-0.113997;-0.036076;233.227;-726.797;170.971;239.894;-728.236;41.6842;7.35077;0.296782;0.00756779;-0.217;0.265;0
598;1664534750;564159598;-0.0244754;-0.100223;-0.0347585;233.227;-726.797;170.971;240.658;-728.234;41.6974;7.34652;0.254805;0.00524507;-0.381;0.309;0
599;1664534750;664127405;-0.0246169;-0.0853474;-0.0358257;234.068;-726.794;170.972;241.407;-728.225;41.7143;7.33287;0.214666;0.0209279;-0.375;0.228;0
